keyword_name,keyword_pc_search,keyword_phone_search,cafe_contents,blog_contents,smart_store_products,naver_blog_contents_divide_keyword_pc_search,naver_blog_contents_divide_keyword_phone_search,naver_blog_contents_divide_all_keyword_search,naver_cafe_contents_divide_keyword_pc_search,naver_cafe_contents_divide_keyword_phone_search,naver_cafe_contents_divide_all_keyword_search,naver_smart_store_divide_keyword_pc_search,naver_smart_store_divide_keyword_phone_search,naver_smart_store_divide_all_keyword_search
구글애널리틱스,5020,2370,2078,9386,30,1.8697211155378486,3.960337552742616,1.2700947225981056,0.41394422310756973,0.8767932489451477,0.28119079837618405,0.00597609561752988,0.012658227848101266,0.0040595399188092015
마케팅업무,840,350,401283,416773,116,496.15833333333336,1190.78,350.2294117647059,477.71785714285716,1146.5228571428572,337.21260504201683,0.1380952380952381,0.3314285714285714,0.09747899159663866
디지털광고,280,160,154790,298575,23097,1066.3392857142858,1866.09375,678.5795454545455,552.8214285714286,967.4375,351.79545454545456,82.48928571428571,144.35625,52.49318181818182
광고컨설팅,640,170,151067,221289,92,345.7640625,1301.7,273.1962962962963,236.0421875,888.6294117647059,186.50246913580247,0.14375,0.5411764705882353,0.11358024691358025
베너광고,80,70,27758,14251,34904,178.1375,203.5857142857143,95.00666666666666,346.975,396.54285714285714,185.05333333333334,436.3,498.62857142857143,232.69333333333333
마케팅솔루션,70,20,100984,198456,1091,2835.0857142857144,9922.8,2205.0666666666666,1442.6285714285714,5049.2,1122.0444444444445,15.585714285714285,54.55,12.122222222222222
온라인마켓팅,30,20,10065,5220,1,174.0,261.0,104.4,335.5,503.25,201.3,0.03333333333333333,0.05,0.02
광고강의,10,10,195468,276866,90,27686.6,27686.6,13843.3,19546.8,19546.8,9773.4,9.0,9.0,4.5
종합광고,40,20,181400,327881,137,8197.025,16394.05,5464.683333333333,4535.0,9070.0,3023.3333333333335,3.425,6.85,2.283333333333333
바이럴광고대행,130,120,11960,51510,2,396.2307692307692,429.25,206.04,92.0,99.66666666666667,47.84,0.015384615384615385,0.016666666666666666,0.008
프로그래매틱광고,180,120,244,836,0,4.644444444444445,6.966666666666667,2.7866666666666666,1.3555555555555556,2.033333333333333,0.8133333333333334,0.0,0.0,0.0
마케팅전문가,1190,800,262042,477955,74,401.64285714285717,597.44375,240.178391959799,220.20336134453783,327.5525,131.67939698492464,0.06218487394957983,0.0925,0.0371859296482412
마케팅대행업체,30,20,7208,97294,11,3243.133333333333,4864.7,1945.88,240.26666666666668,360.4,144.16,0.36666666666666664,0.55,0.22
마케팅배우기,10,10,18958,33406,173,3340.6,3340.6,1670.3,1895.8,1895.8,947.9,17.3,17.3,8.65
광고기획사,180,390,22494,43798,2,243.32222222222222,112.3025641025641,76.83859649122807,124.96666666666667,57.676923076923075,39.463157894736845,0.011111111111111112,0.005128205128205128,0.0035087719298245615
광고분석,260,200,312718,553934,24,2130.5153846153844,2769.67,1204.2043478260869,1202.7615384615385,1563.59,679.8217391304348,0.09230769230769231,0.12,0.05217391304347826
마케팅정보,20,40,26029,1936313,271,96815.65,48407.825,32271.883333333335,1301.45,650.725,433.81666666666666,13.55,6.775,4.516666666666667
검색광고,7360,2810,946817,839304,146,114.0358695652174,298.6846975088968,82.52743362831859,128.64361413043477,336.94555160142346,93.09901671583087,0.01983695652173913,0.05195729537366548,0.014355948869223206
마케팅수업,590,70,128068,185265,45,314.00847457627117,2646.6428571428573,280.70454545454544,217.06440677966103,1829.5428571428572,194.04242424242423,0.07627118644067797,0.6428571428571429,0.06818181818181818
네이버키워드,5930,1620,215050,187040,122,31.541315345699832,115.45679012345678,24.773509933774836,36.264755480607086,132.7469135802469,28.483443708609272,0.02057335581787521,0.07530864197530865,0.016158940397350992
브랜드광고,1050,190,370994,862695,309769,821.6142857142858,4540.5,695.7217741935484,353.32761904761907,1952.6,299.18870967741935,295.0180952380952,1630.3631578947368,249.81370967741935
기업광고,240,190,496218,868270,11748,3617.7916666666665,4569.8421052631575,2019.2325581395348,2067.575,2611.6736842105265,1153.9953488372093,48.95,61.83157894736842,27.32093023255814
비즈사이트,220,100,49482,55229,755,251.04090909090908,552.29,172.590625,224.9181818181818,494.82,154.63125,3.4318181818181817,7.55,2.359375
리마케팅,240,120,1144,2020,5,8.416666666666666,16.833333333333332,5.611111111111111,4.766666666666667,9.533333333333333,3.1777777777777776,0.020833333333333332,0.041666666666666664,0.013888888888888888
검색광고마케터,1340,840,763,22292,6,16.63582089552239,26.538095238095238,10.225688073394496,0.5694029850746268,0.9083333333333333,0.35,0.004477611940298508,0.007142857142857143,0.0027522935779816515
구글스프레드시트,8830,2690,3223,6682,2,0.7567383918459796,2.4840148698884756,0.5800347222222222,0.3650056625141563,1.1981412639405205,0.27977430555555555,0.00022650056625141563,0.0007434944237918215,0.00017361111111111112
회사광고,40,30,830933,1298765,13235,32469.125,43292.166666666664,18553.785714285714,20773.325,27697.766666666666,11870.471428571429,330.875,441.1666666666667,189.07142857142858
모바일마케팅,1030,140,9527,333461,2045,323.7485436893204,2381.864285714286,285.0094017094017,9.249514563106796,68.05,8.142735042735042,1.9854368932038835,14.607142857142858,1.7478632478632479
마케팅세미나,480,110,67729,91090,65,189.77083333333334,828.0909090909091,154.38983050847457,141.10208333333333,615.7181818181818,114.79491525423728,0.13541666666666666,0.5909090909090909,0.11016949152542373
SNS광고대행사,80,30,4458,21893,1,273.6625,729.7666666666667,199.02727272727273,55.725,148.6,40.527272727272724,0.0125,0.03333333333333333,0.00909090909090909
디지털마케팅강의,30,10,2200,22812,16,760.4,2281.2,570.3,73.33333333333333,220.0,55.0,0.5333333333333333,1.6,0.4
유튜브광고,4770,5020,127194,242202,137,50.77610062893082,48.24741035856574,24.739734422880492,26.665408805031447,25.337450199203186,12.99223697650664,0.028721174004192874,0.027290836653386455,0.013993871297242083
광고업체,230,260,1676852,1374708,5913,5976.991304347826,5287.338461538461,2805.526530612245,7290.660869565218,6449.430769230769,3422.14693877551,25.708695652173912,22.74230769230769,12.06734693877551
광고효과측정,60,20,1189,79815,1,1330.25,3990.75,997.6875,19.816666666666666,59.45,14.8625,0.016666666666666666,0.05,0.0125
디비마케팅,290,10,7228,14042,0,48.42068965517242,1404.2,46.806666666666665,24.924137931034483,722.8,24.093333333333334,0.0,0.0,0.0
네이버검색등록대행,10,10,39,22100,6,2210.0,2210.0,1105.0,3.9,3.9,1.95,0.6,0.6,0.3
CPA제휴마케팅,10,10,2574,9025,2,902.5,902.5,451.25,257.4,257.4,128.7,0.2,0.2,0.1
CPC광고,1080,320,13626,15695,11,14.532407407407407,49.046875,11.210714285714285,12.616666666666667,42.58125,9.732857142857142,0.010185185185185186,0.034375,0.007857142857142858
바이럴광고대행사,50,110,7242,51580,2,1031.6,468.90909090909093,322.375,144.84,65.83636363636364,45.2625,0.04,0.01818181818181818,0.0125
CPA업체,30,10,7211,15093,65,503.1,1509.3,377.325,240.36666666666667,721.1,180.275,2.1666666666666665,6.5,1.625
바이럴마케팅광고,50,140,43514,123587,20,2471.74,882.7642857142857,650.4578947368421,870.28,310.8142857142857,229.02105263157895,0.4,0.14285714285714285,0.10526315789473684
SNS광고대행,760,40,10320,22598,3,29.73421052631579,564.95,28.2475,13.578947368421053,258.0,12.9,0.003947368421052632,0.075,0.00375
효과적인마케팅,40,20,125853,248621,14,6215.525,12431.05,4143.683333333333,3146.325,6292.65,2097.55,0.35,0.7,0.23333333333333334
온라인대행,10,10,371949,236582,1671,23658.2,23658.2,11829.1,37194.9,37194.9,18597.45,167.1,167.1,83.55
CPA마케팅,520,130,12512,29002,2,55.77307692307692,223.09230769230768,44.61846153846154,24.06153846153846,96.24615384615385,19.24923076923077,0.0038461538461538464,0.015384615384615385,0.003076923076923077
네이버파워컨텐츠,730,160,4996,13498,19,18.49041095890411,84.3625,15.16629213483146,6.843835616438356,31.225,5.6134831460674155,0.026027397260273973,0.11875,0.021348314606741574
마케팅직무,570,590,120691,80384,64,141.02456140350878,136.24406779661018,69.29655172413793,211.73859649122807,204.56101694915253,104.04396551724138,0.11228070175438597,0.10847457627118644,0.05517241379310345
바이럴마케팅사례,120,110,8542,21480,1,179.0,195.27272727272728,93.3913043478261,71.18333333333334,77.65454545454546,37.13913043478261,0.008333333333333333,0.00909090909090909,0.004347826086956522
파워블로그,1220,1160,59187,705113,219,577.9614754098361,607.8560344827587,296.2659663865546,48.51393442622951,51.023275862068964,24.868487394957985,0.17950819672131146,0.18879310344827585,0.09201680672268908
구글키워드,230,100,33549,59335,3,257.9782608695652,593.35,179.8030303030303,145.86521739130436,335.49,101.66363636363636,0.013043478260869565,0.03,0.00909090909090909
카페회원수늘리기,20,30,2773,481,3,24.05,16.033333333333335,9.62,138.65,92.43333333333334,55.46,0.15,0.1,0.06
방송광고,160,110,363769,672985,294,4206.15625,6118.045454545455,2492.537037037037,2273.55625,3306.990909090909,1347.2925925925927,1.8375,2.672727272727273,1.0888888888888888
마케팅실무,50,30,125791,145144,434,2902.88,4838.133333333333,1814.3,2515.82,4193.033333333334,1572.3875,8.68,14.466666666666667,5.425
마케팅인강,10,30,8156,11949,13,1194.9,398.3,298.725,815.6,271.8666666666667,203.9,1.3,0.43333333333333335,0.325
DB마케팅,180,120,49080,51054,12,283.6333333333333,425.45,170.18,272.6666666666667,409.0,163.6,0.06666666666666667,0.1,0.04
마케팅강좌,20,10,35345,46962,93,2348.1,4696.2,1565.4,1767.25,3534.5,1178.1666666666667,4.65,9.3,3.1
광고아카데미,30,20,63748,148628,174,4954.266666666666,7431.4,2972.56,2124.9333333333334,3187.4,1274.96,5.8,8.7,3.48
네이버스토어팜광고,260,170,6650,9811,3,37.73461538461538,57.71176470588235,22.816279069767443,25.576923076923077,39.11764705882353,15.465116279069768,0.011538461538461539,0.01764705882352941,0.0069767441860465115
온라인마케팅대행,40,20,12080,83706,4,2092.65,4185.3,1395.1,302.0,604.0,201.33333333333334,0.1,0.2,0.06666666666666667
웹마케팅,80,200,186556,255314,65,3191.425,1276.57,911.8357142857143,2331.95,932.78,666.2714285714286,0.8125,0.325,0.23214285714285715
온라인광고마케팅,40,20,17990,277924,54,6948.1,13896.2,4632.066666666667,449.75,899.5,299.8333333333333,1.35,2.7,0.9
퍼포먼스마케팅,2310,1430,13320,37126,38,16.07186147186147,25.962237762237763,9.926737967914438,5.766233766233766,9.314685314685315,3.5614973262032086,0.01645021645021645,0.026573426573426574,0.010160427807486631
바이럴온라인마케팅,80,40,16021,99476,10,1243.45,2486.9,828.9666666666667,200.2625,400.525,133.50833333333333,0.125,0.25,0.08333333333333333
카페관리,140,130,3709003,1808137,1381,12915.264285714286,13908.746153846154,6696.803703703704,26492.878571428573,28530.792307692307,13737.048148148147,9.864285714285714,10.623076923076923,5.114814814814815
종합광고회사,10,10,3877,122972,13,12297.2,12297.2,6148.6,387.7,387.7,193.85,1.3,1.3,0.65
구글광고,2030,1380,94325,191233,135,94.20344827586207,138.57463768115943,56.08005865102639,46.46551724137931,68.35144927536231,27.661290322580644,0.0665024630541872,0.09782608695652174,0.039589442815249266
마케팅광고,170,210,505297,1111284,1160,6536.964705882353,5291.828571428571,2924.4315789473685,2972.335294117647,2406.1761904761906,1329.7289473684211,6.823529411764706,5.523809523809524,3.0526315789473686
홈페이지마케팅,50,10,358388,491844,97,9836.88,49184.4,8197.4,7167.76,35838.8,5973.133333333333,1.94,9.7,1.6166666666666667
블로그관리,1590,740,649097,2912888,224,1832.005031446541,3936.3351351351353,1250.1665236051501,408.237106918239,877.1581081081081,278.5824034334764,0.14088050314465408,0.3027027027027027,0.096137339055794
검색등록,1360,840,1635020,1030911,51,758.0227941176471,1227.275,468.5959090909091,1202.2205882352941,1946.452380952381,743.1909090909091,0.0375,0.060714285714285714,0.023181818181818182
온라인마케팅광고,10,20,47126,277924,32,27792.4,13896.2,9264.133333333333,4712.6,2356.3,1570.8666666666666,3.2,1.6,1.0666666666666667
타게팅게이츠,320,60,93,505,0,1.578125,8.416666666666666,1.3289473684210527,0.290625,1.55,0.24473684210526317,0.0,0.0,0.0
브랜드마케터,1130,850,32673,83455,1419,73.85398230088495,98.18235294117648,42.148989898989896,28.914159292035396,38.43882352941176,16.50151515151515,1.2557522123893805,1.6694117647058824,0.7166666666666667
마케팅학과,580,2280,143670,146798,38,253.1,64.38508771929824,51.32797202797203,247.70689655172413,63.01315789473684,50.23426573426573,0.06551724137931035,0.016666666666666666,0.013286713286713287
앱다운로드마케팅,10,10,6556,20905,0,2090.5,2090.5,1045.25,655.6,655.6,327.8,0.0,0.0,0.0
브랜드교육,550,10,303819,793629,1539603,1442.9618181818182,79362.9,1417.1946428571428,552.3981818181818,30381.9,542.5339285714285,2799.278181818182,153960.3,2749.2910714285713
마케팅서비스,30,40,518074,895843,714,29861.433333333334,22396.075,12797.757142857143,17269.133333333335,12951.85,7401.057142857143,23.8,17.85,10.2
유튜브체험단,1130,290,16386,32078,2,28.387610619469026,110.61379310344827,22.590140845070422,14.500884955752213,56.50344827586207,11.53943661971831,0.0017699115044247787,0.006896551724137931,0.0014084507042253522
온라인쇼핑몰마케팅,20,30,87941,139353,672,6967.65,4645.1,2787.06,4397.05,2931.366666666667,1758.82,33.6,22.4,13.44
브랜드검색,2060,520,815019,932609,79676,452.72281553398057,1793.4788461538462,361.4763565891473,395.6402912621359,1567.3442307692308,315.8988372093023,38.67766990291262,153.22307692307692,30.88217054263566
웹사이트광고,50,20,103861,160971,10,3219.42,8048.55,2299.5857142857144,2077.22,5193.05,1483.7285714285715,0.2,0.5,0.14285714285714285
키워드관리,20,10,184614,413398,67,20669.9,41339.8,13779.933333333332,9230.7,18461.4,6153.8,3.35,6.7,2.2333333333333334
검색광고교육,10,10,79977,78088,12,7808.8,7808.8,3904.4,7997.7,7997.7,3998.85,1.2,1.2,0.6
SA광고,230,90,10132,8350,224,36.30434782608695,92.77777777777777,26.09375,44.052173913043475,112.57777777777778,31.6625,0.9739130434782609,2.488888888888889,0.7
마케팅전문업체,520,10,141807,266185,35,511.8942307692308,26618.5,502.2358490566038,272.70576923076925,14180.7,267.56037735849054,0.0673076923076923,3.5,0.0660377358490566
마케팅홍보,310,260,534996,836114,21747,2697.141935483871,3215.8230769230768,1466.8666666666666,1725.7935483870967,2057.6769230769232,938.5894736842105,70.15161290322581,83.6423076923077,38.15263157894737
마케팅센터,40,10,251481,573823,55,14345.575,57382.3,11476.46,6287.025,25148.1,5029.62,1.375,5.5,1.1
광고홍보대행사,20,10,36698,86284,1,4314.2,8628.4,2876.133333333333,1834.9,3669.8,1223.2666666666667,0.05,0.1,0.03333333333333333
인스타그램강의,60,50,25064,56948,9,949.1333333333333,1138.96,517.709090909091,417.73333333333335,501.28,227.85454545454544,0.15,0.18,0.08181818181818182
사이트홍보,80,70,1225449,588742,13132,7359.275,8410.6,3924.9466666666667,15318.1125,17506.414285714287,8169.66,164.15,187.6,87.54666666666667
페이스북강의,20,20,71927,110692,18,5534.6,5534.6,2767.3,3596.35,3596.35,1798.175,0.9,0.9,0.45
광고마케팅회사,20,60,11360,285776,29,14288.8,4762.933333333333,3572.2,568.0,189.33333333333334,142.0,1.45,0.48333333333333334,0.3625
제품마케팅,100,180,502592,1793854,4982,17938.54,9965.855555555556,6406.621428571429,5025.92,2792.177777777778,1794.9714285714285,49.82,27.677777777777777,17.792857142857144
키워드대행,10,10,51200,76367,8,7636.7,7636.7,3818.35,5120.0,5120.0,2560.0,0.8,0.8,0.4
골프장광고,40,140,20088,25135,28,628.375,179.53571428571428,139.63888888888889,502.2,143.4857142857143,111.6,0.7,0.2,0.15555555555555556
광고시스템,890,120,409432,660221,455,741.8213483146068,5501.841666666666,653.6841584158416,460.0359550561798,3411.9333333333334,405.3782178217822,0.5112359550561798,3.7916666666666665,0.4504950495049505
인터넷광고대행,30,40,4623,77139,4,2571.3,1928.475,1101.9857142857143,154.1,115.575,66.04285714285714,0.13333333333333333,0.1,0.05714285714285714
저렴한광고,10,10,224764,665913,309762,66591.3,66591.3,33295.65,22476.4,22476.4,11238.2,30976.2,30976.2,15488.1
디지털마케팅대행사,310,160,1204,9904,0,31.948387096774194,61.9,21.072340425531916,3.8838709677419354,7.525,2.5617021276595744,0.0,0.0,0.0
키워드홍보,10,10,126819,177947,6,17794.7,17794.7,8897.35,12681.9,12681.9,6340.95,0.6,0.6,0.3
온라인세일즈,50,20,30334,24357,40,487.14,1217.85,347.95714285714286,606.68,1516.7,433.34285714285716,0.8,2.0,0.5714285714285714
디지털마케팅솔루션,10,10,1580,62404,235,6240.4,6240.4,3120.2,158.0,158.0,79.0,23.5,23.5,11.75
프로그래매틱바잉,50,40,93,262,0,5.24,6.55,2.911111111111111,1.86,2.325,1.0333333333333334,0.0,0.0,0.0
온라인마케팅분석,10,10,17468,140425,5,14042.5,14042.5,7021.25,1746.8,1746.8,873.4,0.5,0.5,0.25
온라인대행사,50,160,74470,93681,7,1873.62,585.50625,446.1,1489.4,465.4375,354.6190476190476,0.14,0.04375,0.03333333333333333
버즈마케팅,540,790,1741,8244,9,15.266666666666667,10.435443037974684,6.198496240601504,3.224074074074074,2.2037974683544306,1.3090225563909774,0.016666666666666666,0.01139240506329114,0.006766917293233083
창업마케팅,140,120,6220,378747,462,2705.3357142857144,3156.225,1456.7192307692308,44.42857142857143,51.833333333333336,23.923076923076923,3.3,3.85,1.7769230769230768
배너업체,40,20,868113,475862,510,11896.55,23793.1,7931.033333333334,21702.825,43405.65,14468.55,12.75,25.5,8.5
전단지광고,310,340,69044,138538,6906,446.89677419354837,407.4647058823529,213.13538461538462,222.7225806451613,203.0705882352941,106.22153846153846,22.27741935483871,20.311764705882354,10.624615384615385
디지털마케팅대행,10,10,596,10950,3,1095.0,1095.0,547.5,59.6,59.6,29.8,0.3,0.3,0.15
APP마케팅,10,10,15170,69585,0,6958.5,6958.5,3479.25,1517.0,1517.0,758.5,0.0,0.0,0.0
바이럴마케팅비용,50,30,16624,79670,123,1593.4,2655.6666666666665,995.875,332.48,554.1333333333333,207.8,2.46,4.1,1.5375
네이버대행,10,10,313025,191221,64312,19122.1,19122.1,9561.05,31302.5,31302.5,15651.25,6431.2,6431.2,3215.6
이색홍보,30,20,13483,35764,824,1192.1333333333334,1788.2,715.28,449.43333333333334,674.15,269.66,27.466666666666665,41.2,16.48
스키장광고,10,10,5505,11688,7,1168.8,1168.8,584.4,550.5,550.5,275.25,0.7,0.7,0.35
광고효과,380,310,606193,1236550,1428,3254.0789473684213,3988.8709677419356,1792.1014492753623,1595.2447368421053,1955.4612903225807,878.5405797101449,3.7578947368421054,4.606451612903226,2.0695652173913044
구글키워드광고,240,60,14221,20124,1,83.85,335.4,67.08,59.25416666666667,237.01666666666668,47.403333333333336,0.004166666666666667,0.016666666666666666,0.0033333333333333335
콘텐츠마케팅교육,10,10,1556,77824,16,7782.4,7782.4,3891.2,155.6,155.6,77.8,1.6,1.6,0.8
마케터교육,10,10,35507,73660,41,7366.0,7366.0,3683.0,3550.7,3550.7,1775.35,4.1,4.1,2.05
SNS광고교육,10,10,17172,43903,8,4390.3,4390.3,2195.15,1717.2,1717.2,858.6,0.8,0.8,0.4
마케팅상담,10,10,300012,686210,30,68621.0,68621.0,34310.5,30001.2,30001.2,15000.6,3.0,3.0,1.5
디지털마케팅스쿨,10,10,836,7215,5,721.5,721.5,360.75,83.6,83.6,41.8,0.5,0.5,0.25
코어마케팅,40,30,25927,33329,5,833.225,1110.9666666666667,476.12857142857143,648.175,864.2333333333333,370.3857142857143,0.125,0.16666666666666666,0.07142857142857142
공식대행사,60,20,13377,22341,22,372.35,1117.05,279.2625,222.95,668.85,167.2125,0.36666666666666664,1.1,0.275
게임광고,380,890,412212,446142,1197,1174.0578947368422,501.2831460674157,351.29291338582675,1084.7684210526315,463.15955056179774,324.57637795275593,3.15,1.344943820224719,0.9425196850393701
타겟팅광고,70,40,9959,22938,8,327.6857142857143,573.45,208.52727272727273,142.27142857142857,248.975,90.53636363636363,0.11428571428571428,0.2,0.07272727272727272
인스타그램광고비용,170,180,10404,19474,102,114.55294117647058,108.18888888888888,55.64,61.2,57.8,29.725714285714286,0.6,0.5666666666666667,0.2914285714285714
부산지하철광고,150,930,14538,40166,0,267.7733333333333,43.189247311827955,37.19074074074074,96.92,15.63225806451613,13.46111111111111,0.0,0.0,0.0
경영학과,4410,10800,384328,246089,215,55.80249433106576,22.786018518518517,16.17942143326759,87.14920634920635,35.58592592592593,25.2681130834977,0.048752834467120185,0.01990740740740741,0.01413543721236029
UCC공모전,1150,1410,50177,66678,0,57.98086956521739,47.28936170212766,26.04609375,43.63217391304348,35.58652482269503,19.600390625,0.0,0.0,0.0
부산홈페이지제작,580,160,653,91968,11,158.5655172413793,574.8,124.28108108108108,1.1258620689655172,4.08125,0.8824324324324324,0.01896551724137931,0.06875,0.014864864864864866
한국SNS마케팅협회,10,10,1653,12779,0,1277.9,1277.9,638.95,165.3,165.3,82.65,0.0,0.0,0.0
보라광고,50,10,34362,99497,1858,1989.94,9949.7,1658.2833333333333,687.24,3436.2,572.7,37.16,185.8,30.966666666666665
제휴마케팅,1290,1230,27342,1115585,17,864.7945736434109,906.979674796748,442.6924603174603,21.195348837209302,22.229268292682928,10.85,0.01317829457364341,0.013821138211382113,0.006746031746031746
CPA,9280,19800,79943,81787,39230,8.813254310344828,4.130656565656565,2.8124828060522695,8.614547413793103,4.037525252525253,2.7490715268225583,4.227370689655173,1.9813131313131314,1.3490371389270976
대량메일발송,610,80,6528,6506,1,10.665573770491804,81.325,9.428985507246377,10.701639344262295,81.6,9.460869565217392,0.001639344262295082,0.0125,0.0014492753623188406
이메일마케팅,300,90,5713,125413,41,418.04333333333335,1393.4777777777779,321.57179487179485,19.043333333333333,63.477777777777774,14.648717948717948,0.13666666666666666,0.45555555555555555,0.10512820512820513
마케팅플랫폼,110,40,91145,212002,192,1927.290909090909,5300.05,1413.3466666666666,828.5909090909091,2278.625,607.6333333333333,1.7454545454545454,4.8,1.28
동영상,10800,14000,9359752,10675632,306083,988.4844444444444,762.5451428571429,430.46903225806454,866.6437037037037,668.5537142857142,377.4093548387097,28.341018518518517,21.863071428571427,12.342056451612903
리타겟팅,230,60,912,2474,1,10.756521739130434,41.233333333333334,8.53103448275862,3.965217391304348,15.2,3.1448275862068966,0.004347826086956522,0.016666666666666666,0.0034482758620689655
부산광고회사,50,50,2936,143953,30,2879.06,2879.06,1439.53,58.72,58.72,29.36,0.6,0.6,0.3
네트워크광고,70,30,117394,173246,417,2474.942857142857,5774.866666666667,1732.46,1677.057142857143,3913.133333333333,1173.94,5.957142857142857,13.9,4.17
칼럼,8350,10300,584840,904036,25702,108.26778443113773,87.77048543689321,48.473780160857906,70.04071856287425,56.78058252427184,31.35871313672922,3.0780838323353295,2.4953398058252425,1.3781233243967828
프리랜서직업,1050,4490,70712,87792,3,83.61142857142858,19.552783964365258,15.846931407942238,67.34476190476191,15.748775055679287,12.76389891696751,0.002857142857142857,0.0006681514476614699,0.0005415162454873646
택배차량광고,100,70,11974,31647,12007,316.47,452.1,186.15882352941176,119.74,171.05714285714285,70.43529411764706,120.07,171.52857142857144,70.62941176470588
네이버키워드광고,17800,9990,14369,63064,5,3.5429213483146067,6.312712712712712,2.2693055055775457,0.807247191011236,1.4383383383383384,0.5170564951421375,0.0002808988764044944,0.0005005005005005005,0.0001799208348326736
리마케팅광고,20,130,972,1582,3,79.1,12.169230769230769,10.546666666666667,48.6,7.476923076923077,6.48,0.15,0.023076923076923078,0.02
홍보대행사,470,400,55198,118131,24,251.34255319148937,295.3275,135.78275862068966,117.44255319148937,137.995,63.44597701149425,0.05106382978723404,0.06,0.027586206896551724
명상하는법,1260,7110,1098,276815,402,219.69444444444446,38.933192686357245,33.072281959378735,0.8714285714285714,0.15443037974683543,0.13118279569892474,0.319047619047619,0.056540084388185655,0.04802867383512545
대량메일,290,40,31501,37466,28,129.19310344827585,936.65,113.53333333333333,108.62413793103448,787.525,95.45757575757575,0.09655172413793103,0.7,0.08484848484848485
대화예절,1550,2980,65051,51505,18,33.229032258064514,17.283557046979865,11.369757174392936,41.968387096774194,21.829194630872482,14.360044150110376,0.011612903225806452,0.006040268456375839,0.003973509933774834
오프라인마케팅,210,90,133408,213327,62,1015.8428571428572,2370.3,711.09,635.2761904761904,1482.3111111111111,444.6933333333333,0.29523809523809524,0.6888888888888889,0.20666666666666667
TV동영상,4690,9370,330091,654199,47351,139.48805970149255,69.81846318036285,46.529089615931724,70.3818763326226,35.22849519743863,23.477311522048364,10.096162046908315,5.053468516542156,3.36778093883357
브랜딩,5520,4290,74013,212410,4406,38.48007246376812,49.51282051282051,21.652395514780835,13.408152173913043,17.252447552447553,7.544648318042814,0.7981884057971015,1.0270396270396271,0.4491335372069317
홍보전문가,80,50,251578,525398,22,6567.475,10507.96,4041.523076923077,3144.725,5031.56,1935.2153846153847,0.275,0.44,0.16923076923076924
넷퍼시,20,10,3,7,0,0.35,0.7,0.23333333333333334,0.15,0.3,0.1,0.0,0.0,0.0
택배광고,150,100,193532,241570,211,1610.4666666666667,2415.7,966.28,1290.2133333333334,1935.32,774.128,1.4066666666666667,2.11,0.844
에세이,9080,19300,428433,770515,23492,84.85848017621146,39.92305699481865,27.149929527836505,47.184251101321586,22.19860103626943,15.09630021141649,2.587224669603524,1.2172020725388601,0.8277660324171953
품질경영산업기사,1430,1800,5332,22247,1090,15.557342657342657,12.359444444444444,6.887616099071208,3.7286713286713287,2.962222222222222,1.6507739938080495,0.7622377622377622,0.6055555555555555,0.33746130030959753
사이트등록,1950,210,2808229,1182264,306,606.2892307692308,5629.828571428571,547.3444444444444,1440.1174358974358,13372.519047619047,1300.1060185185186,0.15692307692307692,1.457142857142857,0.14166666666666666
탑차광고,120,140,5356,37256,11,310.46666666666664,266.1142857142857,143.2923076923077,44.63333333333333,38.25714285714286,20.6,0.09166666666666666,0.07857142857142857,0.04230769230769231
라디오광고,950,830,80249,176364,54,185.64631578947368,212.48674698795182,99.08089887640449,84.47263157894737,96.6855421686747,45.08370786516854,0.056842105263157895,0.06506024096385542,0.030337078651685393
자존감높이는방법,2940,15600,6718,19716,5,6.706122448979592,1.2638461538461538,1.063430420711974,2.285034013605442,0.43064102564102563,0.3623516720604099,0.0017006802721088435,0.0003205128205128205,0.00026968716289104636
독서클럽,300,810,26461,92248,436,307.49333333333334,113.88641975308641,83.10630630630631,88.20333333333333,32.6679012345679,23.838738738738737,1.4533333333333334,0.5382716049382716,0.3927927927927928
분양광고,400,360,290528,181481,226,453.7025,504.1138888888889,238.7907894736842,726.32,807.0222222222222,382.2736842105263,0.565,0.6277777777777778,0.29736842105263156
부산바이럴마케팅,890,220,10154,9411,123,10.574157303370786,42.777272727272724,8.478378378378379,11.408988764044944,46.154545454545456,9.147747747747747,0.13820224719101123,0.5590909090909091,0.11081081081081082
디지털마케팅학과,10,10,993,18856,0,1885.6,1885.6,942.8,99.3,99.3,49.65,0.0,0.0,0.0
기사,6650,12000,9493263,13360745,179355,2009.1345864661655,1113.3954166666667,716.3938337801609,1427.5583458646618,791.10525,509.02214477211794,26.970676691729324,14.94625,9.616890080428954
자존감높이는법,100,320,4221,12121,3,121.21,37.878125,28.85952380952381,42.21,13.190625,10.05,0.03,0.009375,0.007142857142857143
광고홍보학과,1340,3160,21991,14918,0,11.132835820895522,4.720886075949367,3.315111111111111,16.411194029850748,6.959177215189873,4.886888888888889,0.0,0.0,0.0
바이럴마케팅업체,570,430,26243,87396,5,153.32631578947368,203.24651162790698,87.396,46.040350877192985,61.03023255813954,26.243,0.008771929824561403,0.011627906976744186,0.005
서울사이버대학교경영학과,20,20,2263,4017,0,200.85,200.85,100.425,113.15,113.15,56.575,0.0,0.0,0.0
